,ratio,n_hits,name,automl name,did,automl did,MaxNominalAttDistinctValues,MaxNominalAttDistinctValues,NumberOfClasses,NumberOfClasses,NumberOfFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfSymbolicFeatures 
1547,0.75,1,QSAR-TID-101188,QSAR-TID-11,3908,3050,,,0.0,0.0,1026.0,1026.0,82.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1548,0.75,1,QSAR-TID-101188,QSAR-TID-10980,3908,3277,,,0.0,0.0,1026.0,1026.0,82.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1549,0.75,1,QSAR-TID-12263,QSAR-TID-11,3909,3050,,,0.0,0.0,1026.0,1026.0,47.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1550,0.75,1,QSAR-TID-12263,QSAR-TID-10980,3909,3277,,,0.0,0.0,1026.0,1026.0,47.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1551,0.75,1,QSAR-TID-10057,QSAR-TID-11,3910,3050,,,0.0,0.0,1026.0,1026.0,209.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1552,0.75,1,QSAR-TID-10057,QSAR-TID-10980,3910,3277,,,0.0,0.0,1026.0,1026.0,209.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1553,0.75,1,QSAR-TID-11047,QSAR-TID-11,3911,3050,,,0.0,0.0,1026.0,1026.0,92.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1554,0.75,1,QSAR-TID-11047,QSAR-TID-10980,3911,3277,,,0.0,0.0,1026.0,1026.0,92.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1555,0.75,1,QSAR-TID-30050,QSAR-TID-11,3912,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1556,0.75,1,QSAR-TID-30050,QSAR-TID-10980,3912,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1557,0.75,1,QSAR-TID-102420,QSAR-TID-11,3913,3050,,,0.0,0.0,1026.0,1026.0,349.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1558,0.75,1,QSAR-TID-102420,QSAR-TID-10980,3913,3277,,,0.0,0.0,1026.0,1026.0,349.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1559,0.75,1,QSAR-TID-100431,QSAR-TID-11,3914,3050,,,0.0,0.0,1026.0,1026.0,468.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1560,0.75,1,QSAR-TID-100431,QSAR-TID-10980,3914,3277,,,0.0,0.0,1026.0,1026.0,468.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1561,0.75,1,QSAR-TID-11109,QSAR-TID-11,3915,3050,,,0.0,0.0,1026.0,1026.0,1976.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1562,0.75,1,QSAR-TID-11109,QSAR-TID-10980,3915,3277,,,0.0,0.0,1026.0,1026.0,1976.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1563,0.75,1,QSAR-TID-30001,QSAR-TID-11,3916,3050,,,0.0,0.0,1026.0,1026.0,717.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1564,0.75,1,QSAR-TID-30001,QSAR-TID-10980,3916,3277,,,0.0,0.0,1026.0,1026.0,717.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1565,0.75,1,QSAR-TID-30037,QSAR-TID-11,3917,3050,,,0.0,0.0,1026.0,1026.0,711.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1566,0.75,1,QSAR-TID-30037,QSAR-TID-10980,3917,3277,,,0.0,0.0,1026.0,1026.0,711.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1567,0.75,1,QSAR-TID-12396,QSAR-TID-11,3918,3050,,,0.0,0.0,1026.0,1026.0,93.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1568,0.75,1,QSAR-TID-12396,QSAR-TID-10980,3918,3277,,,0.0,0.0,1026.0,1026.0,93.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1569,0.75,1,QSAR-TID-10785,QSAR-TID-11,3919,3050,,,0.0,0.0,1026.0,1026.0,83.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1570,0.75,1,QSAR-TID-10785,QSAR-TID-10980,3919,3277,,,0.0,0.0,1026.0,1026.0,83.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1571,0.75,1,QSAR-TID-11279,QSAR-TID-11,3920,3050,,,0.0,0.0,1026.0,1026.0,522.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1572,0.75,1,QSAR-TID-11279,QSAR-TID-10980,3920,3277,,,0.0,0.0,1026.0,1026.0,522.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1573,0.75,1,QSAR-TID-17121,QSAR-TID-11,3921,3050,,,0.0,0.0,1026.0,1026.0,182.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1574,0.75,1,QSAR-TID-17121,QSAR-TID-10980,3921,3277,,,0.0,0.0,1026.0,1026.0,182.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1575,0.75,1,QSAR-TID-100414,QSAR-TID-11,3922,3050,,,0.0,0.0,1026.0,1026.0,266.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1576,0.75,1,QSAR-TID-100414,QSAR-TID-10980,3922,3277,,,0.0,0.0,1026.0,1026.0,266.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1577,0.75,1,QSAR-TID-20110,QSAR-TID-11,3923,3050,,,0.0,0.0,1026.0,1026.0,59.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1578,0.75,1,QSAR-TID-20110,QSAR-TID-10980,3923,3277,,,0.0,0.0,1026.0,1026.0,59.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1579,0.75,1,QSAR-TID-10297,QSAR-TID-11,3924,3050,,,0.0,0.0,1026.0,1026.0,84.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1580,0.75,1,QSAR-TID-10297,QSAR-TID-10980,3924,3277,,,0.0,0.0,1026.0,1026.0,84.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1581,0.75,1,QSAR-TID-101090,QSAR-TID-11,3925,3050,,,0.0,0.0,1026.0,1026.0,48.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1582,0.75,1,QSAR-TID-101090,QSAR-TID-10980,3925,3277,,,0.0,0.0,1026.0,1026.0,48.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1583,0.75,1,QSAR-TID-10627,QSAR-TID-11,3926,3050,,,0.0,0.0,1026.0,1026.0,2408.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1584,0.75,1,QSAR-TID-10627,QSAR-TID-10980,3926,3277,,,0.0,0.0,1026.0,1026.0,2408.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1585,0.75,1,QSAR-TID-11567,QSAR-TID-11,3927,3050,,,0.0,0.0,1026.0,1026.0,76.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1586,0.75,1,QSAR-TID-11567,QSAR-TID-10980,3927,3277,,,0.0,0.0,1026.0,1026.0,76.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1587,0.75,1,QSAR-TID-100417,QSAR-TID-11,3928,3050,,,0.0,0.0,1026.0,1026.0,1239.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1588,0.75,1,QSAR-TID-100417,QSAR-TID-10980,3928,3277,,,0.0,0.0,1026.0,1026.0,1239.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1589,0.75,1,QSAR-TID-11010,QSAR-TID-11,3929,3050,,,0.0,0.0,1026.0,1026.0,22.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1590,0.75,1,QSAR-TID-11010,QSAR-TID-10980,3929,3277,,,0.0,0.0,1026.0,1026.0,22.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1591,0.75,1,QSAR-TID-11925,QSAR-TID-11,3930,3050,,,0.0,0.0,1026.0,1026.0,95.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1592,0.75,1,QSAR-TID-11925,QSAR-TID-10980,3930,3277,,,0.0,0.0,1026.0,1026.0,95.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1593,0.75,1,QSAR-TID-100855,QSAR-TID-11,3931,3050,,,0.0,0.0,1026.0,1026.0,811.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1594,0.75,1,QSAR-TID-100855,QSAR-TID-10980,3931,3277,,,0.0,0.0,1026.0,1026.0,811.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1595,0.75,1,QSAR-TID-10187,QSAR-TID-11,3932,3050,,,0.0,0.0,1026.0,1026.0,64.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1596,0.75,1,QSAR-TID-10187,QSAR-TID-10980,3932,3277,,,0.0,0.0,1026.0,1026.0,64.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1597,0.75,1,QSAR-TID-9,QSAR-TID-11,3933,3050,,,0.0,0.0,1026.0,1026.0,5013.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1598,0.75,1,QSAR-TID-9,QSAR-TID-10980,3933,3277,,,0.0,0.0,1026.0,1026.0,5013.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1599,0.75,1,QSAR-TID-10904,QSAR-TID-11,3934,3050,,,0.0,0.0,1026.0,1026.0,483.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1600,0.75,1,QSAR-TID-10904,QSAR-TID-10980,3934,3277,,,0.0,0.0,1026.0,1026.0,483.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1601,0.75,1,QSAR-TID-11766,QSAR-TID-11,3935,3050,,,0.0,0.0,1026.0,1026.0,83.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1602,0.75,1,QSAR-TID-11766,QSAR-TID-10980,3935,3277,,,0.0,0.0,1026.0,1026.0,83.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1603,0.75,1,QSAR-TID-11637,QSAR-TID-11,3936,3050,,,0.0,0.0,1026.0,1026.0,96.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1604,0.75,1,QSAR-TID-11637,QSAR-TID-10980,3936,3277,,,0.0,0.0,1026.0,1026.0,96.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1605,0.75,1,QSAR-TID-11718,QSAR-TID-11,3937,3050,,,0.0,0.0,1026.0,1026.0,27.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1606,0.75,1,QSAR-TID-11718,QSAR-TID-10980,3937,3277,,,0.0,0.0,1026.0,1026.0,27.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1607,0.75,1,QSAR-TID-101030,QSAR-TID-11,3938,3050,,,0.0,0.0,1026.0,1026.0,103.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1608,0.75,1,QSAR-TID-101030,QSAR-TID-10980,3938,3277,,,0.0,0.0,1026.0,1026.0,103.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1609,0.75,1,QSAR-TID-101056,QSAR-TID-11,3939,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1610,0.75,1,QSAR-TID-101056,QSAR-TID-10980,3939,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1611,0.75,1,QSAR-TID-11150,QSAR-TID-11,3940,3050,,,0.0,0.0,1026.0,1026.0,84.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1612,0.75,1,QSAR-TID-11150,QSAR-TID-10980,3940,3277,,,0.0,0.0,1026.0,1026.0,84.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1613,0.75,1,QSAR-TID-10578,QSAR-TID-11,3941,3050,,,0.0,0.0,1026.0,1026.0,48.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1614,0.75,1,QSAR-TID-10578,QSAR-TID-10980,3941,3277,,,0.0,0.0,1026.0,1026.0,48.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1615,0.75,1,QSAR-TID-101034,QSAR-TID-11,3942,3050,,,0.0,0.0,1026.0,1026.0,746.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1616,0.75,1,QSAR-TID-101034,QSAR-TID-10980,3942,3277,,,0.0,0.0,1026.0,1026.0,746.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1617,0.75,1,QSAR-TID-102669,QSAR-TID-11,3943,3050,,,0.0,0.0,1026.0,1026.0,180.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1618,0.75,1,QSAR-TID-102669,QSAR-TID-10980,3943,3277,,,0.0,0.0,1026.0,1026.0,180.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1619,0.75,1,QSAR-TID-35,QSAR-TID-11,3944,3050,,,0.0,0.0,1026.0,1026.0,1597.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1620,0.75,1,QSAR-TID-35,QSAR-TID-10980,3944,3277,,,0.0,0.0,1026.0,1026.0,1597.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1621,0.75,1,QSAR-TID-10495,QSAR-TID-11,3945,3050,,,0.0,0.0,1026.0,1026.0,1829.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1622,0.75,1,QSAR-TID-10495,QSAR-TID-10980,3945,3277,,,0.0,0.0,1026.0,1026.0,1829.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1623,0.75,1,QSAR-TID-10315,QSAR-TID-11,3947,3050,,,0.0,0.0,1026.0,1026.0,1086.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1624,0.75,1,QSAR-TID-10315,QSAR-TID-10980,3947,3277,,,0.0,0.0,1026.0,1026.0,1086.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1625,0.75,1,QSAR-TID-12471,QSAR-TID-11,3949,3050,,,0.0,0.0,1026.0,1026.0,406.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1626,0.75,1,QSAR-TID-12471,QSAR-TID-10980,3949,3277,,,0.0,0.0,1026.0,1026.0,406.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1627,0.75,1,QSAR-TID-261,QSAR-TID-11,3950,3050,,,0.0,0.0,1026.0,1026.0,542.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1628,0.75,1,QSAR-TID-261,QSAR-TID-10980,3950,3277,,,0.0,0.0,1026.0,1026.0,542.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1629,0.75,1,QSAR-TID-10907,QSAR-TID-11,3951,3050,,,0.0,0.0,1026.0,1026.0,1443.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1630,0.75,1,QSAR-TID-10907,QSAR-TID-10980,3951,3277,,,0.0,0.0,1026.0,1026.0,1443.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1631,0.75,1,QSAR-TID-17000,QSAR-TID-11,3952,3050,,,0.0,0.0,1026.0,1026.0,31.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1632,0.75,1,QSAR-TID-17000,QSAR-TID-10980,3952,3277,,,0.0,0.0,1026.0,1026.0,31.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1633,0.75,1,QSAR-TID-12965,QSAR-TID-11,3953,3050,,,0.0,0.0,1026.0,1026.0,74.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1634,0.75,1,QSAR-TID-12965,QSAR-TID-10980,3953,3277,,,0.0,0.0,1026.0,1026.0,74.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1635,0.75,1,QSAR-TID-12854,QSAR-TID-11,3954,3050,,,0.0,0.0,1026.0,1026.0,62.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1636,0.75,1,QSAR-TID-12854,QSAR-TID-10980,3954,3277,,,0.0,0.0,1026.0,1026.0,62.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1637,0.75,1,QSAR-TID-12406,QSAR-TID-11,3955,3050,,,0.0,0.0,1026.0,1026.0,62.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1638,0.75,1,QSAR-TID-12406,QSAR-TID-10980,3955,3277,,,0.0,0.0,1026.0,1026.0,62.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1639,0.75,1,QSAR-TID-103800,QSAR-TID-11,3956,3050,,,0.0,0.0,1026.0,1026.0,91.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1640,0.75,1,QSAR-TID-103800,QSAR-TID-10980,3956,3277,,,0.0,0.0,1026.0,1026.0,91.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1641,0.75,1,QSAR-TID-12038,QSAR-TID-11,3957,3050,,,0.0,0.0,1026.0,1026.0,143.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1642,0.75,1,QSAR-TID-12038,QSAR-TID-10980,3957,3277,,,0.0,0.0,1026.0,1026.0,143.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1643,0.75,1,QSAR-TID-11806,QSAR-TID-11,3958,3050,,,0.0,0.0,1026.0,1026.0,27.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1644,0.75,1,QSAR-TID-11806,QSAR-TID-10980,3958,3277,,,0.0,0.0,1026.0,1026.0,27.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1645,0.75,1,QSAR-TID-10062,QSAR-TID-11,3959,3050,,,0.0,0.0,1026.0,1026.0,211.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1646,0.75,1,QSAR-TID-10062,QSAR-TID-10980,3959,3277,,,0.0,0.0,1026.0,1026.0,211.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1647,0.75,1,QSAR-TID-101408,QSAR-TID-11,3960,3050,,,0.0,0.0,1026.0,1026.0,583.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1648,0.75,1,QSAR-TID-101408,QSAR-TID-10980,3960,3277,,,0.0,0.0,1026.0,1026.0,583.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1649,0.75,1,QSAR-TID-100435,QSAR-TID-11,3961,3050,,,0.0,0.0,1026.0,1026.0,22.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1650,0.75,1,QSAR-TID-100435,QSAR-TID-10980,3961,3277,,,0.0,0.0,1026.0,1026.0,22.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1651,0.75,1,QSAR-TID-30041,QSAR-TID-11,3962,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1652,0.75,1,QSAR-TID-30041,QSAR-TID-10980,3962,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1653,0.75,1,QSAR-TID-243,QSAR-TID-11,3963,3050,,,0.0,0.0,1026.0,1026.0,283.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1654,0.75,1,QSAR-TID-243,QSAR-TID-10980,3963,3277,,,0.0,0.0,1026.0,1026.0,283.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1655,0.75,1,QSAR-TID-10620,QSAR-TID-11,3964,3050,,,0.0,0.0,1026.0,1026.0,68.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1656,0.75,1,QSAR-TID-10620,QSAR-TID-10980,3964,3277,,,0.0,0.0,1026.0,1026.0,68.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1657,0.75,1,QSAR-TID-12694,QSAR-TID-11,3965,3050,,,0.0,0.0,1026.0,1026.0,862.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1658,0.75,1,QSAR-TID-12694,QSAR-TID-10980,3965,3277,,,0.0,0.0,1026.0,1026.0,862.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1659,0.75,1,QSAR-TID-10443,QSAR-TID-11,3966,3050,,,0.0,0.0,1026.0,1026.0,769.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1660,0.75,1,QSAR-TID-10443,QSAR-TID-10980,3966,3277,,,0.0,0.0,1026.0,1026.0,769.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1661,0.75,1,QSAR-TID-114,QSAR-TID-11,3967,3050,,,0.0,0.0,1026.0,1026.0,3490.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1662,0.75,1,QSAR-TID-114,QSAR-TID-10980,3967,3277,,,0.0,0.0,1026.0,1026.0,3490.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1663,0.75,1,QSAR-TID-10197,QSAR-TID-11,3968,3050,,,0.0,0.0,1026.0,1026.0,3058.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1664,0.75,1,QSAR-TID-10197,QSAR-TID-10980,3968,3277,,,0.0,0.0,1026.0,1026.0,3058.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1665,0.75,1,QSAR-TID-12568,QSAR-TID-11,3969,3050,,,0.0,0.0,1026.0,1026.0,340.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1666,0.75,1,QSAR-TID-12568,QSAR-TID-10980,3969,3277,,,0.0,0.0,1026.0,1026.0,340.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1667,0.75,1,QSAR-TID-12135,QSAR-TID-11,3970,3050,,,0.0,0.0,1026.0,1026.0,48.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1668,0.75,1,QSAR-TID-12135,QSAR-TID-10980,3970,3277,,,0.0,0.0,1026.0,1026.0,48.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1669,0.75,1,QSAR-TID-10796,QSAR-TID-11,3971,3050,,,0.0,0.0,1026.0,1026.0,536.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1670,0.75,1,QSAR-TID-10796,QSAR-TID-10980,3971,3277,,,0.0,0.0,1026.0,1026.0,536.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1671,0.75,1,QSAR-TID-130,QSAR-TID-11,3972,3050,,,0.0,0.0,1026.0,1026.0,3133.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1672,0.75,1,QSAR-TID-130,QSAR-TID-10980,3972,3277,,,0.0,0.0,1026.0,1026.0,3133.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1673,0.75,1,QSAR-TID-11239,QSAR-TID-11,3973,3050,,,0.0,0.0,1026.0,1026.0,70.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1674,0.75,1,QSAR-TID-11239,QSAR-TID-10980,3973,3277,,,0.0,0.0,1026.0,1026.0,70.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1675,0.75,1,QSAR-TID-100129,QSAR-TID-11,3974,3050,,,0.0,0.0,1026.0,1026.0,513.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1676,0.75,1,QSAR-TID-100129,QSAR-TID-10980,3974,3277,,,0.0,0.0,1026.0,1026.0,513.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1677,0.75,1,QSAR-TID-184,QSAR-TID-11,3976,3050,,,0.0,0.0,1026.0,1026.0,224.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1678,0.75,1,QSAR-TID-184,QSAR-TID-10980,3976,3277,,,0.0,0.0,1026.0,1026.0,224.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1679,0.75,1,QSAR-TID-11094,QSAR-TID-11,3977,3050,,,0.0,0.0,1026.0,1026.0,192.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1680,0.75,1,QSAR-TID-11094,QSAR-TID-10980,3977,3277,,,0.0,0.0,1026.0,1026.0,192.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1681,0.75,1,QSAR-TID-10472,QSAR-TID-11,3978,3050,,,0.0,0.0,1026.0,1026.0,455.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1682,0.75,1,QSAR-TID-10472,QSAR-TID-10980,3978,3277,,,0.0,0.0,1026.0,1026.0,455.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1683,0.75,1,QSAR-TID-10692,QSAR-TID-11,3979,3050,,,0.0,0.0,1026.0,1026.0,388.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1684,0.75,1,QSAR-TID-10692,QSAR-TID-10980,3979,3277,,,0.0,0.0,1026.0,1026.0,388.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
