0,AutoCorrelation,Dimensionality,MajorityClassPercentage,MajorityClassSize,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
44394,0.5017508754377189,0.0105,50.0,1000.0,50.0,1000.0,1.0,2.0,21.0,2000.0,0.0,0.0,20.0,1.0,4.761904761904762,0.0,0.0,95.23809523809523,4.761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44395,0.49524762381190596,0.0105,50.0,1000.0,50.0,1000.0,1.0,2.0,21.0,2000.0,0.0,0.0,20.0,1.0,4.761904761904762,0.0,0.0,95.23809523809523,4.761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44396,0.4977488744372186,0.0105,50.0,1000.0,50.0,1000.0,1.0,2.0,21.0,2000.0,0.0,0.0,20.0,1.0,4.761904761904762,0.0,0.0,95.23809523809523,4.761904761904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44397,0.5052526263131566,0.0055,50.0,1000.0,50.0,1000.0,1.0,2.0,11.0,2000.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,0.5250501002004008,0.022,54.800000000000004,274.0,45.2,226.0,1.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,0.8861023189716427,0.144,0.7093211032879013,0.8861023189716427,0.144,0.7093211032879013,0.8861023189716427,0.144,0.7093211032879013,0.9933418121880535,0.723201020605904,0.274,0.4500995440241475,,0.860667915509334,0.164,0.6689490343001098,0.860667915509334,0.164,0.6689490343001098,0.860667915509334,0.164,0.6689490343001098,,-0.7825888668427288,3.400000002817816e-08,,2.0,0.03856403531311301,1.000000038183504,,-1.1487981003798748,2.2000000092670105e-09,,,2.0,-0.028695877304075662,1.0000000281679295,,-1.2561469943075452,-3.00000000039713e-08,,2.0,-0.08068753440854373,1.0000000170454335,0.7342387442671661,0.338,0.31318681318681324,,-1.2322855574645166,-5.000000009802719e-09,,-0.06571364608277622,1.0000000229848747,,-1.1747886456250365,1.0000000087995176e-09,,-0.038923687045757646,1.0000000298338034,,-1.1423373329361393,1.1500000035802315e-08,,0.012476589375278048,1.00000003340441,0.8683870550997996,0.162,0.675126740678945,0.8683870550997996,0.162,0.675126740678945,0.8683870550997996,0.162,0.675126740678945,0.8160002583812416,0.18,0.634953598546304,0.8160002583812416,0.18,0.634953598546304,0.8160002583812416,0.18,0.634953598546304,0.0,0.692510173761385,0.306,0.3839786123816271
825,0.805940594059406,0.041501976284584984,55.92885375494071,283.0,44.07114624505929,223.0,2.0,2.0,21.0,506.0,0.0,0.0,17.0,4.0,9.523809523809524,0.0,0.0,80.95238095238095,19.047619047619047,0.8165396377695733,0.18972332015810275,0.6166001041847543,0.8165396377695733,0.18972332015810275,0.6166001041847543,0.8165396377695733,0.18972332015810275,0.6166001041847543,0.9898335738965816,0.8077136383083237,0.1857707509881423,0.6281099000766235,3.8232125032942395,0.820611957090114,0.16205533596837945,0.6671533315150252,0.820611957090114,0.16205533596837945,0.6671533315150252,0.820611957090114,0.16205533596837945,0.6671533315150252,5.995417701866396,37.130509129522004,2700.355731225293,0.56340275818222,92.0,5.223148798243853,1380.0368297340956,3.031610660116317,2.7991179637716206,229.78229380609142,0.2589010087835033,10.709535912435909,26.25,0.4586573848381726,112.01134830963528,0.3628184439419491,-1.3182194826025475,-71.05638873517786,3.211189738e-05,2.0,-2.8903737121414426,0.06177718406009508,0.9123899568454779,0.16600790513833993,0.661963765925973,0.3628184439419491,-1.1692516612418808,5.039838537549407,3.211189738e-05,-0.32059643599302606,1.4041636350214672,2.7365958345406054,0.10400249031113384,22.52885375494071,0.21326815627091,0.29502156787351513,9.182175882166778,5.995417701866396,1.7041419072918353,161.03745059288536,0.56340275818222,1.0599394937779052,59.721862895530734,0.8459886862412651,0.18379446640316205,0.6252090667261344,0.8459886862412651,0.18379446640316205,0.6252090667261344,0.8459886862412651,0.18379446640316205,0.6252090667261344,0.8273621828899206,0.16600790513833993,0.6635691557567793,0.8273621828899206,0.16600790513833993,0.6635691557567793,0.8273621828899206,0.16600790513833993,0.6635691557567793,43.957365708149524,0.8195978386600962,0.17786561264822134,0.6391956773201921
826,0.6278260869565218,0.020833333333333332,58.50694444444444,337.0,41.49305555555556,239.0,5.0,2.0,12.0,576.0,0.0,0.0,0.0,12.0,41.66666666666667,0.0,0.0,0.0,100.0,0.6592503383285947,0.3350694444444444,0.24613464981283573,0.6592503383285947,0.3350694444444444,0.24613464981283573,0.6592503383285947,0.3350694444444444,0.24613464981283573,0.9790170528907756,0.6185702047353588,0.3489583333333333,0.26012269938650295,102.15049734300328,0.6999242640577084,0.3090277777777778,0.35249017948491246,0.6999242640577084,0.3090277777777778,0.35249017948491246,0.6999242640577084,0.3090277777777778,0.35249017948491246,2.584962500721156,,,0.05014811704372,6.0,,,1.6140806820148608,,,0.009584065455926364,167.41294432278573,3.1666666666666665,,,1.0,,,8.95607553e-06,2.0,,,0.6636330903989174,0.34375,0.26425391910199353,1.0,,,0.0023954367641,,,1.584962500721156,,,0.00323584491989,,,2.0,,,0.01292334712354,,,0.6960071017965559,0.3489583333333333,0.23817545337298973,0.6960071017965559,0.3489583333333333,0.23817545337298973,0.6960071017965559,0.3489583333333333,0.23817545337298973,0.6041617521075698,0.3802083333333333,0.21548335738096414,0.6041617521075698,0.3802083333333333,0.21548335738096414,0.6041617521075698,0.3802083333333333,0.21548335738096414,1.2673044646258476,0.6487031771848578,0.3541666666666667,0.26247473669675253
831,0.8261964735516373,0.020100502512562814,52.51256281407035,209.0,47.48743718592965,189.0,1.0,2.0,8.0,398.0,6.0,6.0,4.0,4.0,12.5,1.507537688442211,0.18844221105527637,50.0,50.0,0.9034707982076403,0.12562814070351758,0.7491238244118907,0.9034707982076403,0.12562814070351758,0.7491238244118907,0.9034707982076403,0.12562814070351758,0.7491238244118907,0.9981776939539825,0.8762562973089287,0.12060301507537688,0.7597645934458389,2.9812836396556035,0.900610111136427,0.11809045226130653,0.7641169201281179,0.900610111136427,0.11809045226130653,0.7641169201281179,0.900610111136427,0.11809045226130653,0.7641169201281179,3.690693627110913,0.6969469997428415,2970.4246231155785,0.54132968493888,13.0,1.0873262824048746,846.841774197327,2.2034894598728316,-0.10392041299609289,820.9719951799817,0.3348147357321867,5.581220074003463,5.75,0.6542027009827042,248.090115307791,1.3273558482394003,-0.7855289051011423,15.568090452261307,0.22313183907814,2.0,0.27877684462588953,2.757688929812677,0.9606339080023291,0.11306532663316583,0.7746092471873348,1.3273558482394003,-0.7757958362250471,37.79341477797147,0.22313183907814,0.34184826161928245,11.69105668056663,1.5924189042681818,-0.1635498733130354,148.9476335760435,0.23998268317954,0.6253538384500263,71.38049905201218,3.690693627110913,0.6275844705498038,2276.17493718593,0.54132968493888,0.9954060028788039,661.1987901907943,0.869370395686185,0.12562814070351758,0.7497547848394155,0.869370395686185,0.12562814070351758,0.7497547848394155,0.869370395686185,0.12562814070351758,0.7497547848394155,0.884888990152148,0.12060301507537688,0.7583057108878825,0.884888990152148,0.12060301507537688,0.7583057108878825,0.884888990152148,0.12060301507537688,0.7583057108878825,4.9916597106239795,0.8772056403635351,0.12311557788944724,0.7534575611236125
833,0.5661091441826395,0.0040283203125,68.95751953125,5649.0,31.04248046875,2543.0,1.0,2.0,33.0,8192.0,0.0,0.0,32.0,1.0,3.0303030303030303,0.0,0.0,96.96969696969697,3.0303030303030303,0.8091445999406769,0.213623046875,0.4854480797515277,0.8091445999406769,0.213623046875,0.4854480797515277,0.8091445999406769,0.213623046875,0.4854480797515277,0.8936632139657559,0.6792835385729065,0.252197265625,0.3619484064310212,,0.6918201134155127,0.246337890625,0.41870167042619516,0.6918201134155127,0.246337890625,0.41870167042619516,0.6918201134155127,0.246337890625,0.41870167042619516,,8.890360069027274,7.0029296875,,2.0,2.234417196199169,3.1966612772506497,,0.9378355853742485,1.2014580029029844,,,2.0,0.620567267715263,0.9675910714133942,,-1.308512859390658,-0.016437694946289046,,2.0,-0.023091903855669817,0.21080632491510767,0.8628165695838292,0.1983642578125,0.5037804681849175,,-1.2020309891308605,-0.0010598290405273271,,-0.004041826325719688,0.5723736046459299,,-1.1837201396462556,0.7371404739379883,,0.009922718211173184,0.5792735772662669,,4.888252815522715,1.248086139160156,,1.887362986038537,1.0231118823412155,0.8246169426316985,0.220703125,0.45340427732043825,0.8246169426316985,0.220703125,0.45340427732043825,0.8246169426316985,0.220703125,0.45340427732043825,0.6640290456093586,0.2877197265625,0.32802262970036805,0.6640290456093586,0.2877197265625,0.32802262970036805,0.6640290456093586,0.2877197265625,0.32802262970036805,0.0,0.5471940335557496,0.369384765625,0.098609576915438
837,0.5315315315315315,0.051,54.7,547.0,45.300000000000004,453.0,1.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.8721139992977953,0.147,0.7013967320208331,0.8721139992977953,0.147,0.7013967320208331,0.8721139992977953,0.147,0.7013967320208331,0.9936167534536142,0.7025799968521858,0.283,0.4277602982925822,,0.8195636645398743,0.164,0.6697024502438965,0.8195636645398743,0.164,0.6697024502438965,0.8195636645398743,0.164,0.6697024502438965,,-0.7906060138836728,2.6000000012613156e-08,,2.0,0.11803008739714596,1.0000000529448823,,-1.186111999133388,2.4600000004549975e-09,,,2.0,5.1053274850786506e-05,1.0000000301725087,,-1.2762884195074222,-2.4999999979069543e-08,,2.0,-0.07884952899240055,1.000000015842627,0.7204660379109814,0.328,0.33461811542752823,,-1.2299478024727675,-3.5000000002394228e-09,,-0.031640687521776054,1.0000000230360901,,-1.1928864251103317,2.5000000078434507e-09,,-0.0009202253786066256,1.0000000285351618,,-1.161537889446664,8.999999982661766e-09,,0.02707287254598891,1.0000000381070284,0.8553680319301347,0.172,0.6548970509749158,0.8553680319301347,0.172,0.6548970509749158,0.8553680319301347,0.172,0.6548970509749158,0.6880294280260381,0.311,0.37470846536166375,0.6880294280260381,0.311,0.37470846536166375,0.6880294280260381,0.311,0.37470846536166375,0.0,0.5369343519336861,0.457,0.07416411403380838
838,0.46693386773547096,0.052,56.8,284.0,43.2,216.0,1.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,3.8461538461538463,0.0,0.0,96.15384615384616,3.8461538461538463,0.8860198226395409,0.126,0.7428235524639953,0.8860198226395409,0.126,0.7428235524639953,0.8860198226395409,0.126,0.7428235524639953,0.9866165198488093,0.7445389932185706,0.252,0.4898950641274777,,0.8302849504434011,0.166,0.6569907759447218,0.8302849504434011,0.166,0.6569907759447218,0.8302849504434011,0.166,0.6569907759447218,,1.4310064756143634,2.999999998198888e-08,,2.0,1.2996999531136233,1.000000050398142,,-0.9712995190716179,-4.4000000008637136e-09,,,2.0,0.12364236777412657,1.0000000282733428,,-1.304895571899509,-4.599999993648574e-08,,2.0,-0.10136864885471401,0.9999999922515674,0.7052849504434011,0.322,0.3361372257958108,,-1.2287476950244325,-1.6000000002236446e-08,,-0.02768094642604317,1.0000000187270186,,-1.174906029138436,-2.0000000233721947e-09,,0.020146313070903442,1.0000000313769222,,-1.1179806967160464,5.999999983630211e-09,,0.1071321207861638,1.0000000376784872,0.858616979655712,0.198,0.607628650242557,0.858616979655712,0.198,0.607628650242557,0.858616979655712,0.198,0.607628650242557,0.7328834115805946,0.26,0.467841236573225,0.7328834115805946,0.26,0.467841236573225,0.7328834115805946,0.26,0.467841236573225,0.0,0.6386932707355243,0.35,0.2800250139880855
839,0.942381562099872,0.011508951406649617,64.9616368286445,508.0,35.0383631713555,274.0,1.0,2.0,9.0,782.0,214.0,466.0,6.0,3.0,11.11111111111111,27.365728900255753,6.621199204319408,66.66666666666666,33.33333333333333,0.9553831896297653,0.07289002557544758,0.8386625066056653,0.9553831896297653,0.07289002557544758,0.8386625066056653,0.9553831896297653,0.07289002557544758,0.8386625066056653,0.9344102044538427,0.8406948675211219,0.14578005115089515,0.6535573829102611,2.4672928922112867,0.8398005665581215,0.14705882352941177,0.6502003189544516,0.8398005665581215,0.14705882352941177,0.6502003189544516,0.8398005665581215,0.14705882352941177,0.6502003189544516,5.866761303374791,23.932977908945666,84.45814102564103,0.75152064786922,59.0,1.0570179034403375,130.66877625834223,4.831512877830768,4.155158455446711,6.90810056894866,0.37871880043248,11.757520546414371,25.0,-0.10964743366430363,24.49360574070926,3.7962644522867457,-0.9876578905125055,-66.36118925831204,0.00591695299574,2.0,-1.9772728760957388,1.2411000353616544,0.9735799812994514,0.09718670076726342,0.7921027592768791,3.7962644522867457,-0.7750765771056898,-19.516626708965013,0.00591695299574,-1.3792360113691868,2.0674480947271947,4.831512877830768,0.5638687407771641,-0.15961101330905503,0.37871880043248,0.21887836237417999,3.8013790309154665,5.866761303374791,7.15482650623356,41.79401990553306,0.75152064786922,1.0176325026462512,36.49677104523932,0.9736048048738434,0.08567774936061381,0.8125800382037103,0.9736048048738434,0.08567774936061381,0.8125800382037103,0.9736048048738434,0.08567774936061381,0.8125800382037103,0.9586721938042416,0.08184143222506395,0.822310587232834,0.9586721938042416,0.08184143222506395,0.822310587232834,0.9586721938042416,0.08184143222506395,0.822310587232834,30.04995840263344,0.8321311569630438,0.16240409207161124,0.6505907104709501
841,0.9683877766069547,0.010526315789473684,51.368421052631575,488.0,48.63157894736842,462.0,1.0,2.0,10.0,950.0,0.0,0.0,9.0,1.0,10.0,0.0,0.0,90.0,10.0,0.960688560073806,0.09368421052631579,0.8125451731767773,0.960688560073806,0.09368421052631579,0.8125451731767773,0.960688560073806,0.09368421052631579,0.8125451731767773,0.9994596212552502,0.8276359910581222,0.1736842105263158,0.6556080413050643,,0.9667207792207793,0.04842105263157895,0.9032080871082918,0.9667207792207793,0.04842105263157895,0.9032080871082918,0.9667207792207793,0.04842105263157895,0.9032080871082918,,-0.01653551738792114,70.67342105263158,,2.0,0.7472680615575348,14.299411859985135,,-0.7783488319532679,41.011834736842104,,,2.0,-0.01876371046009106,7.146450898233586,,-1.3033426685691742,18.704473684210534,,2.0,-0.6612333028612706,2.7303637936300658,0.8340518770846639,0.2873684210526316,0.42651877993445925,,-1.0499852348096583,23.708421052631586,,-0.3950441847542017,3.6201250758003445,,-0.98881687827269,43.95552631578955,,-0.03965595441994931,5.606898180547986,,-0.3734500423074336,53.108223684210486,,0.4010425856973435,11.06853584906198,0.9752856433184302,0.06315789473684211,0.8737351361888391,0.9752856433184302,0.06315789473684211,0.8737351361888391,0.9752856433184302,0.06315789473684211,0.8737351361888391,0.94829589809098,0.05157894736842105,0.8967469179343173,0.94829589809098,0.05157894736842105,0.8967469179343173,0.94829589809098,0.05157894736842105,0.8967469179343173,0.0,0.9535918316656021,0.04631578947368421,0.9072882934835648
845,0.4964964964964965,0.011,50.9,509.0,49.1,491.0,1.0,2.0,11.0,1000.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,0.6992185468091662,0.313,0.3753492456294406,0.931437785842613,0.148,0.7039467104078734,0.8227445692404339,0.177,0.6457449363541748,0.999766270781044,0.6992185468091662,0.313,0.3753492456294406,,0.8102345159831785,0.214,0.5726307969437111,0.8084379338905806,0.211,0.5785765073379617,0.8053589362953596,0.215,0.5706800428121855,,-1.1194583484103429,2.000000018931303e-09,,2.0,0.030292202829965118,1.0000000398872195,,-1.193301151895474,-4.700000024722428e-09,,,2.0,-0.0385481820250413,1.0000000265863591,,-1.2433653924058627,-1.6000000016003216e-08,,2.0,-0.13717725932322236,1.000000001846109,0.9379198860430779,0.144,0.7119274057062379,,-1.233406820968416,-8.000000006558317e-09,,-0.06811516772999611,1.0000000186518312,,-1.1969064519664125,-4.500000017171324e-09,,-0.03904063328906278,1.0000000265563496,,-1.1644532312147398,-1.250000047334915e-09,,0.000527233472216116,1.0000000389849266,0.6992185468091662,0.313,0.3753492456294406,0.7127389274124817,0.312,0.3783498376138197,0.7741688307011472,0.288,0.4239377852808103,0.6781717276397553,0.339,0.31910756895291204,0.7238185171995726,0.328,0.3446370128235356,0.798104585885827,0.295,0.41257994886458665,0.0,0.7137632592960119,0.286,0.4276497216296372
853,0.8,0.02766798418972332,58.69565217391305,297.0,41.30434782608695,209.0,2.0,2.0,14.0,506.0,0.0,0.0,12.0,2.0,14.285714285714285,0.0,0.0,85.71428571428571,14.285714285714285,0.9030415800750728,0.16205533596837945,0.6619465854095716,0.9030415800750728,0.16205533596837945,0.6619465854095716,0.9030415800750728,0.16205533596837945,0.6619465854095716,0.978070970973496,0.8453675511091779,0.17984189723320157,0.6251119469819094,179.67003797332868,0.8541394809337393,0.1857707509881423,0.6113607765594103,0.8541394809337393,0.1857707509881423,0.6113607765594103,0.8541394809337393,0.1857707509881423,0.6113607765594103,0.3628184439419491,37.130509129522004,408.23715415019797,0.00544370659686,2.0,5.223148798243853,168.5371160549593,0.3628184439419491,3.8917386725495886,75.90770013504614,0.00544370659686,65.64915485181135,2.0,0.6815088940587999,28.975222020981562,0.3628184439419491,-1.2335396011495194,0.5546950592885375,0.00544370659686,2.0,-2.8903737121414426,0.11587767566755611,0.8540731144746122,0.2450592885375494,0.519784475500926,0.3628184439419491,-0.9425946940228838,4.417440612648221,0.00544370659686,-0.375466587942593,2.1205189758993193,0.3628184439419491,0.2116369944394767,11.250207509881431,0.00544370659686,0.6996319321649427,7.87130330834053,0.3628184439419491,3.496507654429232,56.04505928853756,0.00544370659686,1.0100390965302286,26.942259303806473,0.8852963446264882,0.14031620553359683,0.706664271600503,0.8852963446264882,0.14031620553359683,0.706664271600503,0.8852963446264882,0.14031620553359683,0.706664271600503,0.7869041290093921,0.20355731225296442,0.5774924201890493,0.7869041290093921,0.20355731225296442,0.5774924201890493,0.7869041290093921,0.20355731225296442,0.5774924201890493,0.0,0.8082580187843346,0.18181818181818182,0.6218051831992852
855,0.5110220440881763,0.022,55.2,276.0,44.800000000000004,224.0,1.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,0.8601352225672879,0.158,0.6787886673389063,0.8601352225672879,0.158,0.6787886673389063,0.8601352225672879,0.158,0.6787886673389063,0.9921837794387312,0.643358566252588,0.372,0.28054214630523583,,0.8651251940993788,0.154,0.6885012459950159,0.8651251940993788,0.154,0.6885012459950159,0.8651251940993788,0.154,0.6885012459950159,,2.5035289922606627,8.000000040198075e-09,,2.0,1.5260356660970449,1.0000000439764916,,-0.5038381598769791,2.5999999939380074e-09,,,2.0,0.2823501504285807,1.00000002601544,,-1.2146063324207237,-3.999999958148592e-09,,2.0,-0.1496528650148925,1.000000004012018,0.691899585921325,0.348,0.30457859061261044,,-1.2070641385927887,-5.000000371513379e-10,,-0.05643318554083441,1.0000000158591211,,-1.1549123918457722,3.0000000122987203e-09,,0.04347055468799983,1.000000027724044,,0.18307981931676698,6.499999971848469e-09,,0.703421709759736,1.0000000355575402,0.8288366977225674,0.218,0.5605264006709029,0.8288366977225674,0.218,0.5605264006709029,0.8288366977225674,0.218,0.5605264006709029,0.7868465320910973,0.22,0.5632702324990473,0.7868465320910973,0.22,0.5632702324990473,0.7868465320910973,0.22,0.5632702324990473,0.0,0.7381275879917184,0.258,0.4772587285635556
866,0.5065065065065065,0.051,58.199999999999996,582.0,41.8,418.0,1.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.9078248573636528,0.142,0.7055701157814418,0.9078248573636528,0.142,0.7055701157814418,0.9078248573636528,0.142,0.7055701157814418,0.9805107178796568,0.7825412288922869,0.211,0.5696722983170313,,0.8626580509380292,0.155,0.6795958359861419,0.8626580509380292,0.155,0.6795958359861419,0.8626580509380292,0.155,0.6795958359861419,,0.10209481112704344,2.1000000034132605e-08,,2.0,0.7386229431696506,1.000000059678191,,-1.163343809774897,6.400000116321693e-10,,,2.0,0.02174387621388021,1.000000028932155,,-1.2853052883864562,-1.9999999919750878e-08,,2.0,-0.0778932634599283,1.0000000139811767,0.7518456403426561,0.246,0.49508218255857867,,-1.2172356107439362,-5.999999959919143e-09,,-0.028657197560502022,1.0000000223328902,,-1.1942166868374122,4.999999534405219e-10,,0.008602717656299792,1.000000029087514,,-1.174649782075066,7.250000034597637e-09,,0.06045606289323856,1.0000000334926018,0.87837271247472,0.148,0.6886832141354648,0.87837271247472,0.148,0.6886832141354648,0.87837271247472,0.148,0.6886832141354648,0.7353910784458804,0.257,0.47125869234250917,0.7353910784458804,0.257,0.47125869234250917,0.7353910784458804,0.257,0.47125869234250917,0.0,0.546305430868643,0.441,0.09270460436983108
869,0.49899799599198397,0.022,57.199999999999996,286.0,42.8,214.0,1.0,2.0,11.0,500.0,0.0,0.0,10.0,1.0,9.090909090909092,0.0,0.0,90.9090909090909,9.090909090909092,0.8646575387229594,0.164,0.6614703745293612,0.8646575387229594,0.164,0.6614703745293612,0.8646575387229594,0.164,0.6614703745293612,0.9849900098451574,0.7660447029605907,0.212,0.5634266886326196,,0.8882262597215869,0.12,0.7534678850831635,0.8882262597215869,0.12,0.7534678850831635,0.8882262597215869,0.12,0.7534678850831635,,0.3851785564011183,2.7999999959504863e-08,,2.0,0.7972004510730327,1.0000000448986246,,-1.002895595846482,5.9999999969494174e-09,,,2.0,0.1119159844577947,1.000000031468994,,-1.2705782806037356,-9.999999994625419e-09,,2.0,-0.044221129861148165,1.0000000164955236,0.7512090713025293,0.198,0.5958523840627042,,-1.2339487307084682,-4.499999995577486e-09,,-0.033757763170836744,1.0000000210751598,,-1.2113523133449307,4.9999999848608644e-09,,0.06941529528293855,1.0000000335916626,,-1.0252662163324886,1.4999999971121446e-08,,0.09707841452524536,1.0000000405471035,0.8424285994379452,0.188,0.6058369674605839,0.8424285994379452,0.188,0.6058369674605839,0.8424285994379452,0.188,0.6058369674605839,0.8453205672831842,0.146,0.6984467944481163,0.8453205672831842,0.146,0.6984467944481163,0.8453205672831842,0.146,0.6984467944481163,0.0,0.6854290569243839,0.302,0.37549629433562726
870,0.5290581162324649,0.012,53.400000000000006,267.0,46.6,233.0,1.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.8648550899358635,0.142,0.7130339185824683,0.8648550899358635,0.142,0.7130339185824683,0.8648550899358635,0.142,0.7130339185824683,0.9966619137320385,0.7522222758033146,0.248,0.5016958415714263,,0.867989583835656,0.152,0.6932465813138733,0.867989583835656,0.152,0.6932465813138733,0.867989583835656,0.152,0.6932465813138733,,-0.7822178882758828,1.0000000031928914e-08,,2.0,0.08486888429635746,1.0000000322846125,,-1.0826799551935162,-4.799999984617109e-09,,,2.0,0.0020826999814364208,1.0000000244963343,,-1.1961158822412026,-2.1999999957333927e-08,,2.0,-0.041245505270831984,1.000000013964079,0.7290672067640771,0.292,0.4132870392695825,,-1.18533505392638,-1.5999999989579904e-08,,-0.0300182181695905,1.0000000155743125,,-1.1525991730987675,-4.000000009440896e-09,,-0.015989509304975544,1.0000000268712308,,-0.9450652475080269,6.00000003275758e-09,,0.04321972277566932,1.000000032230908,0.8570992268248381,0.172,0.6551558214509118,0.8570992268248381,0.172,0.6551558214509118,0.8570992268248381,0.172,0.6551558214509118,0.8520920737490154,0.146,0.7059202681362596,0.8520920737490154,0.146,0.7059202681362596,0.8520920737490154,0.146,0.7059202681362596,0.0,0.8100335953448748,0.188,0.6214256947241242
